,id,budget,revenue,popularity,vote_count,video,poster_path,adult,backdrop_path,original_language,original_title,genre_ids,title,vote_average,overview,release_date
0,299534,356000000,2797800564,184.394,15360,False,/or06FN3Dka5tukK1e9sl16pB3iy.jpg,False,/orjiB3oUIsyz60hoEqkiGpy5CeO.jpg,en,Avengers: Endgame,"[28, 12, 878]",Avengers: Endgame,8.3,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",2019-04-24
1,420818,260000000,1656943394,159.523,6926,False,/dzBtMocZuJbjLOXvrl4zGYigDzh.jpg,False,/nRXO2SnOA75OsWhNhXstHB8ZmI3.jpg,en,The Lion King,"[12, 16, 10402, 10751]",The Lion King,7.2,"Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.",2019-07-12
2,330457,150000000,1450026933,265.917,6268,False,/pjeMs3yqRmFL3giJy4PMXWZTTPa.jpg,False,/xJWPZIYOEFIjZpBL7SVBGnzRYXp.jpg,en,Frozen II,"[12, 16, 35, 14, 10751]",Frozen II,7.3,"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",2019-11-20
3,429617,160000000,1131927996,190.641,8518,False,/4q2NNj4S5dG2RLF9CpXsej7yXl.jpg,False,/5myQbDzw3l8K9yofUXRJ4UTVgam.jpg,en,Spider-Man: Far from Home,"[28, 12, 878]",Spider-Man: Far from Home,7.6,"Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.",2019-06-28
4,299537,152000000,1128276090,105.704,10219,False,/AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg,False,/w2PMyoyLU22YvrGK3smVM9fW1jj.jpg,en,Captain Marvel,"[28, 12, 878]",Captain Marvel,7.0,"The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.",2019-03-06
5,475557,55000000,1074251311,334.907,15213,False,/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg,False,/n6bUvigpRFqSwmPp1m2YADdbRBc.jpg,en,Joker,"[80, 18, 53]",Joker,8.2,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",2019-10-02
6,181812,250000000,1074144248,139.134,5782,False,/db32LaOibwEliAmSL2jjDF6oDdj.jpg,False,/SPkEiZGxq5aHWQ2Zw7AITwSEo2.jpg,en,Star Wars: The Rise of Skywalker,"[28, 12, 878]",Star Wars: The Rise of Skywalker,6.6,"The surviving Resistance faces the First Order once again as the journey of Rey, Finn and Poe Dameron continues. With the power and knowledge of generations behind them, the final battle begins.",2019-12-18
7,301528,175000000,1073394593,164.236,6147,False,/w9kR8qbmQ01HwnvK4alvnQ2ca0L.jpg,False,/q62bpQ67qaXY0u6b2wFEnQYIbPd.jpg,en,Toy Story 4,"[12, 16, 35, 14, 10751]",Toy Story 4,7.6,"Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.",2019-06-19
8,420817,183000000,1047612394,132.871,7048,False,/ykUEbfpkf8d0w49pHh0AD2KrT52.jpg,False,/k40PQsaXYDXY2czuLXzCvL5BVpo.jpg,en,Aladdin,"[12, 14, 10749, 10751]",Aladdin,7.1,A kindhearted street urchin named Aladdin embarks on a magical adventure after finding a lamp that releases a wisecracking genie while a power-hungry Grand Vizier vies for the same lamp that has the power to make their deepest wishes come true.,2019-05-22
9,512200,125000000,796575993,189.847,4859,False,/jyw8VKYEiM1UDzPB7NsisUgBeJ8.jpg,False,/zTxHf9iIOCqRbxvl8W5QYKrsMLq.jpg,en,Jumanji: The Next Level,"[12, 35, 14]",Jumanji: The Next Level,7.0,"As the gang return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored in order to escape the world’s most dangerous game.",2019-12-04
10,384018,200000000,760098996,222.194,4239,False,/qRyy2UmjC5ur9bDi3kpNNRCc5nc.jpg,False,/qAhedRxRYWZAgZ8O8pHIl6QHdD7.jpg,en,Fast & Furious Presents: Hobbs & Shaw,"[28, 12, 35]",Fast & Furious Presents: Hobbs & Shaw,6.9,"Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have swapped smacks and bad words. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, both join forces to defeat him. (A spin-off of “The Fate of the Furious,” focusing on Johnson's Luke Hobbs and Statham's Deckard Shaw.)",2019-08-01
11,615453,0,686067000,24.856,153,False,/vhnxaQel1CwfcwLtCkTNpSdjte1.jpg,False,/eGK2JJO1ZeoabWThHmC9IjUTmfP.jpg,zh,哪吒之魔童降世,"[16, 35, 14]",Ne Zha,7.9,"The Primus extracts a Mixed Yuan Bead into a Spirit Seed and a Demon Pill. The Spirit Seed can be reincarnated as a human to help King Zhou establish a new dynasty, whereas the Demon Pill will create a devil threatening humanity. Ne Zha is the one who is destined to be the hero, but instead he becomes a devil incarnate, because the Spirit Seed and a Demon Pill are switched.",2019-07-26
12,166428,129000000,517526875,102.348,4004,False,/xvx4Yhf0DVH8G4LzNISpMfFBDy2.jpg,False,/lFwykSz3Ykj1Q3JXJURnGUTNf1o.jpg,en,How to Train Your Dragon: The Hidden World,"[12, 16, 10751]",How to Train Your Dragon: The Hidden World,7.8,"As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.",2019-01-03
13,747121,0,500000000,0.6,1,False,/m7sGOqpSDGxk23qxBPkZ4qcZ2v9.jpg,False,,en,Alha Sahma,[],Alha Sahma,10.0,"A bounty hunter has a mission, kill a jew, but things don't go according to plan.",2019-04-12
14,420809,185000000,491570967,175.668,3724,False,/vloNTScJ3w7jwNwtNGoG8DbTThv.jpg,False,/skvI4rYFrKXS73BJxWGH54Omlvv.jpg,en,Maleficent: Mistress of Evil,"[12, 14, 10751]",Maleficent: Mistress of Evil,7.3,"Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.",2019-10-16
15,474350,79000000,473093228,431.81,4949,False,/zfE0R94v1E8cuKAerbskfD3VfUt.jpg,False,/8moTOzunF7p40oR5XhlDvJckOSW.jpg,en,It Chapter Two,"[14, 27, 53]",It Chapter Two,6.9,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.",2019-09-04
16,447404,150000000,433005346,140.92,4335,False,/wgQ7APnFpf1TuviKHXeEe3KnsTV.jpg,False,/nDP33LmQwNsnPv29GQazz59HjJI.jpg,en,Pokémon Detective Pikachu,"[28, 12, 14]",Pokémon Detective Pikachu,7.0,"In a world where people collect pocket-size monsters (Pokémon) to do battle, a boy comes across an intelligent monster who seeks to be a detective.",2019-05-03
17,399579,170000000,404852543,127.275,5799,False,/xRWht48C2V8XNfzvPehyClOvDni.jpg,False,/8RKBHHRqOMOLh5qW3sS6TSFTd8h.jpg,en,Alita: Battle Angel,"[28, 12, 878]",Alita: Battle Angel,7.1,"When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.",2019-01-31
18,373571,170000000,386600138,122.104,3017,False,/mzOHg7Q5q9yUmY0b9Esu8Qe6Nnm.jpg,False,/jb6Ju38HmKX0bYHCmAxs8HyNeJ2.jpg,en,Godzilla: King of the Monsters,"[28, 878]",Godzilla: King of the Monsters,6.4,"Follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah. When these ancient super-species, thought to be mere myths, rise again, they all vie for supremacy, leaving humanity's very existence hanging in the balance.",2019-05-29
19,530915,100000000,374733942,199.473,6728,False,/iZf0KyrE25z1sage4SYFLCCrMi9.jpg,False,/cqa3sa4c4jevgnEJwq3CMF8UfTG.jpg,en,1917,"[18, 10752]",1917,7.9,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.",2019-12-25
20,466272,95000000,374251247,44.875,7458,False,/8j58iEBw9pOXFD2L0nt0ZXeHviB.jpg,False,/b82nVVhYNRgtsTFV1jkdDwe6LJZ.jpg,en,Once Upon a Time… in Hollywood,"[35, 18, 53]",Once Upon a Time… in Hollywood,7.5,"Los Angeles, 1969. TV star Rick Dalton, a struggling actor specializing in westerns, and stuntman Cliff Booth, his best friend, try to survive in a constantly changing movie industry. Dalton is the neighbor of the young and promising actress and model Sharon Tate, who has just married the prestigious Polish director Roman Polanski…",2019-07-24
21,287947,80000000,363533271,99.487,5653,False,/xnopI5Xtky18MPhK40cZAGAOVeV.jpg,False,/qwgGtdlLMKYvT2tV8hLY22syRHN.jpg,en,Shazam!,"[28, 35, 14]",Shazam!,7.0,A boy is given the ability to become an adult superhero in times of need with a single magic word.,2019-03-29
22,458156,55000000,326709727,163.532,5825,False,/ziEuG1essDuWuC5lpWUaw1uXY2O.jpg,False,/vVpEOvdxVBP2aV166j5Xlvb5Cdc.jpg,en,John Wick: Chapter 3 - Parabellum,"[28, 80, 53]",John Wick: Chapter 3 - Parabellum,7.4,"Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.",2019-05-15
23,546554,40000000,309232797,43.502,5766,False,/pThyQovXQrw2m0s9x82twj48Jq4.jpg,False,/4HWAQu28e2yaWrtupFPGFkdNU7V.jpg,en,Knives Out,"[35, 80, 18, 9648, 53]",Knives Out,7.9,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",2019-11-27
